i,name,halantname,type,karma,iXt,english,hindi,dhaatu,ii,startshal
१.०९७७,शलँ,शल्, परस्मैपदी, सकर्मकः,सेट्,to go,जाना,शल्शलँ गतौभ्वादिः,967,FALSE
१.०९७८,हुलँ,हुल्, परस्मैपदी, सकर्मकः,सेट्,"to cover, to hide, to kill, to destroy","जाना, मारना",हुल्हुलँ हिंसायाम् संवरणे चभ्वादिः,968,FALSE
१.०९७९,पतॢँ,पत्, परस्मैपदी, अकर्मकः,सेट्,to go,"नीचे जाना, गिरना, उतरना, अमानवी पराक्रम करना",पत्पतॢँ गतौभ्वादिः,969,FALSE
१.०९८,हुलँ,हुल्, परस्मैपदी, सकर्मकः,सेट्,to go,,हुल्हुलँ गतौभ्वादिः,970,FALSE
१.०९८१,क्वथेँ,क्वथ्, परस्मैपदी, अकर्मकः,सेट्,"to boil, to cook, to decoct","उबालना, पकाना, काढ़ा बनाना",क्वथ्क्वथेँ निष्पाकेभ्वादिः,971,FALSE
१.०९८२,पथेँ,पथ्, परस्मैपदी, सकर्मकः,सेट्,to go,जाना,पथ्पथेँ गतौभ्वादिः,972,FALSE
१.०९८३,मथेँ,मथ्, परस्मैपदी, सकर्मकः,सेट्,"to churn, to think, to meditate, to ponder","मथना, विचार करना, मनन करना",मथ्मथेँ विलोडनेभ्वादिः,973,FALSE
१.०९८४,ुवमँ,वम्ट, परस्मैपदी, सकर्मकः,सेट्,"to vomit, to drop, to emit, to give out, to be sick","कै होना, वमन होना",वम्टुवमँ उद्गिरणेभ्वादिः,974,FALSE
१.०९८५,भ्रमुँ,भ्रम्, परस्मैपदी, अकर्मकः,सेट्,"to walk, to wander, to roam","चलना, घूमना, भ्रमण करना",भ्रम्भ्रमुँ चलनेभ्वादिः,975,FALSE
१.०९८६,क्षरँ,क्षर्, परस्मैपदी, अकर्मकः,सेट्,"to flow, to ooze, to drip","टपकना, झरना, चूना",क्षर्क्षरँ सञ्चलनेभ्वादिः,976,FALSE
१.०९८७,क्षुरँ,क्षुर्, परस्मैपदी, अकर्मकः,सेट्,"to flow, to ooze, to drip",,क्षुर्क्षुरँ सञ्चलनेभ्वादिः,977,FALSE
१.०९८८,षहँ,सह्, आत्मनेपदी, सकर्मकः,सेट्,"to tolerate, to bear, to forgive","क्षमा करना, सहन करना",सह्षहँ मर्षणेभ्वादिः,978,FALSE
१.०९८९,रमुँ,रम्, आत्मनेपदी, अकर्मकः,अनिट्,"to enjoy, to rejoice, to play","रमन करना, क्रीड़ा करना, खेलना",रम्रमुँ क्रीडायाम्भ्वादिः,979,FALSE
१.०९९,षदॢँ,सद्, परस्मैपदी, सकर्मकः,अनिट्,"to go, to lose power, to be tired, to dry up, to destroy, to wither, to despond, to lose interest","जाना, चलना, शक्तिहीन होना, म्लान होना, सूखना, मुरझाना, नष्ट करना",सद्षदॢँ विशरणगत्यवसादनेषुभ्वादिः,980,FALSE
१.०९९१,शदॢँ,शद्, परस्मैपदी, अकर्मकः,अनिट्,"to perish, to fall, to wither, to decay, to wear off, to fall, to wane, to throw down","जीर्ण होना, धीरे धीरे कम होना, मुरझाना, गिरना, नीचे फेकना",शद्शदॢँ शातनेभ्वादिः,981,FALSE
१.०९९२,क्रुशँ,क्रुश्, परस्मैपदी, सकर्मकः,अनिट्,"to call out, to shout, to cry","पुकारना, रोना",क्रुश्क्रुशँ आह्वाने रोदने चभ्वादिः,982,FALSE
१.०९९३,कुचँ,कुच्, परस्मैपदी, सकर्मकः,सेट्,"to contract, to cleanse, to touch, to shrink, to be crooked, to bend, to write, to delineate","संपर्क करना, स्वच्छ करना, स्पर्श करना, टेढ़ा होना, टेढ़ा लिखना, रेखा खींचना",कुच्कुचँ सम्पर्चनकौटिल्यप्रतिष्टम्भविलेखनेषुभ्वादिः,983,FALSE
१.०९९४,बुधँ,बुध्, परस्मैपदी, सकर्मकः,सेट्,"to know, to understand, to be awakened with knowledge, to be restored to senses, to think, to learn","जानना, समझना",बुध्बुधँ अवगमनेभ्वादिः,984,FALSE
१.०९९५,रुहँ,रुह्, परस्मैपदी, अकर्मकः,अनिट्,"to grow from seed, to manifest, to rise, to ascend, to take birth, to be born","बीज से उत्पन्न होना, बीज का उगाना, जन्म होना, जन्मा लेना",रुह्रुहँ बीजजन्मनि प्रादुर्भावे चभ्वादिः,985,FALSE
१.०९९६,कसँ,कस्, परस्मैपदी, सकर्मकः,सेट्,to go,जाना,कस्कसँ गतौभ्वादिः,986,FALSE
१.०९९७,हिक्कँ,हिक्क्, उभयपदी, अकर्मकः,सेट्,"to hiccup, to mutter","अस्पष्ट बोलना, हिचकी आना",हिक्क्हिक्कँ अव्यक्ते शब्देभ्वादिः,987,FALSE
१.०९९८,अन्चुँ,अञ्च्, उभयपदी, सकर्मकः,सेट्,"to go, to beg, to ask, to solicit","जाना, मांगना",अञ्च्अन्चुँ गतौ याचने चभ्वादिः,988,FALSE
१.०९९९,अचुँ,अच्, उभयपदी, सकर्मकः,सेट्,"to go, to beg, to ask, to solicit",,अच्अचुँ गतौ याचने चभ्वादिः,989,FALSE
१.१,अचिँ,अञ्च्, उभयपदी, सकर्मकः,सेट्,"to go, to beg, to ask, to solicit",,अञ्च्अचिँ गतौ याचने चभ्वादिः,990,TRUE
१.१००१,टुयाचृँ,याच्, उभयपदी, सकर्मकः,सेट्,"to beg, to beg, to ask, to solicit","याचना करना, मांगना",याच्टुयाचृँ याच्ञायाम्भ्वादिः,991,FALSE
१.१००२,रेटृँ,रेट्, उभयपदी, सकर्मकः,सेट्,"to speak, to ask, to request",पक्षियोंका बोलना,रेट्रेटृँ परिभाषणेभ्वादिः,992,FALSE
१.१००३,चतेँ,चत्, उभयपदी, सकर्मकः,सेट्,"to beg, to beg, to ask, to solicit",मांगना,चत्चतेँ याचनेभ्वादिः,993,FALSE
१.१००४,चदेँ,चद्, उभयपदी, सकर्मकः,सेट्,"to beg, to beg, to ask, to solicit",मांगना,चद्चदेँ याचनेभ्वादिः,994,FALSE
१.१००५,प्रोथृँ,प्रोथ्, उभयपदी, अकर्मकः,सेट्,"to be powerful, to be capable, to be competent","शक्तिमान होना, योग्य होना, पूर्ण होना",प्रोथ्प्रोथृँ पर्याप्तौभ्वादिः,995,FALSE
१.१००६,मिदृँ,मिद्, उभयपदी, सकर्मकः,सेट्,"to understand, to know, to hurt, to injure, to cause trouble","समझना, जानना, पीड़ा देना, दुःख देना, हानि करना",मिद्मिदृँ मेधाहिंसनयोःभ्वादिः,996,FALSE
१.१००७,मेदृँ,मेद्, उभयपदी, सकर्मकः,सेट्,"to understand, to know, to hurt, to injure, to cause trouble, to collect, to merge together","समझना, हिंसा करना",मेद्मेदृँ मेधाहिंसनयोः सङ्गमे चभ्वादिः,997,FALSE
१.१००८,मिथृँ,मिथ्, उभयपदी, सकर्मकः,सेट्,"to understand, to know, to hurt, to injure, to cause trouble",,मिथ्मिथृँ मेधाहिंसनयोःभ्वादिः,998,FALSE
१.१००९,मेथृँ,मेथ्, उभयपदी, सकर्मकः,सेट्,"to understand, to know, to hurt, to injure, to cause trouble",,मेथ्मेथृँ मेधाहिंसनयोःभ्वादिः,999,FALSE
१.१०१,मिधृँ,मिध्, उभयपदी, सकर्मकः,सेट्,"to understand, to know, to hurt, to injure, to cause trouble",,मिध्मिधृँ मेधाहिंसनयोःभ्वादिः,1000,FALSE
१.१०११,मेधृँ,मेध्, उभयपदी, सकर्मकः,सेट्,"to understand, to know, to hurt, to injure, to cause trouble, to join, to unite","इकठ्ठा करना, संगती करना, मेल करना, समझना, मारना, दुःख देना",मेध्मेधृँ मेधाहिंसनयोः सङ्गमे चभ्वादिः,1001,FALSE
१.१०१२,णिदृँ,निद्, उभयपदी, सकर्मकः,सेट्,"to ridicule, to insult, to reach, to go closer","दोष लगाना, निंदा करना, समीप जाना या आना",निद्णिदृँ कुत्सासन्निकर्षयोःभ्वादिः,1002,FALSE
१.१०१३,णेदृँ,नेद्, उभयपदी, सकर्मकः,सेट्,"to ridicule, to insult, to reach, to go closer","दोष लगाना, निंदा करना, समीप जाना या आना",नेद्णेदृँ कुत्सासन्निकर्षयोःभ्वादिः,1003,FALSE
१.१०१४,शृधुँ,शृध्, उभयपदी, अकर्मकः,सेट्,"to kill, to hurt, to wet, to moist","मार डालना, दुःख देना, आर्द्र करना, गीला करना या होना",शृध्शृधुँ उन्दनेभ्वादिः,1004,FALSE
१.१०१५,मृधुँ,मृध्, उभयपदी, अकर्मकः,सेट्,"to kill, to hurt, to wet, to moist","मार डालना, दुःख देना, आर्द्र करना, गीला करना या होना",मृध्मृधुँ उन्दनेभ्वादिः,1005,FALSE
१.१०१६,ुधिँर्,बुध्ब, उभयपदी, सकर्मकः,सेट्,"to know, to understand, to be awakened with knowledge, to be restored to senses, to think, to learn","जानना, समझना",बुध्बुधिँर् बोधनेभ्वादिः,1006,FALSE
१.१०१७,बुन्दिँर्,बुन्द्उँ, उभयपदी, सकर्मकः,सेट्,"to perceive, to apprehend, to comprehend, to understand with keen senses","जानना, समझना, सूक्ष्मदृष्टि से जानना",बुन्द्उँबुन्दिँर् निशामनेभ्वादिः,1007,FALSE
१.१०१८,वेणृँ,वेण्, उभयपदी, सकर्मकः,सेट्,"to go, to know, to understand, to remember, to memorize, to think, to play a musical instrument, to pick a musical instrument","जाना, समझना, जानना, स्मरण करना, याद करना, विचार करना, तारतम्य देखना, वाद्ययंत्र बजाना, वाद्ययंत्र हाथ में लेना",वेण्वेणृँ गतिज्ञानचिन्तानिशामनवादित्रग्रहणेषुभ्वादिः,1008,FALSE
१.१०१९,वेनृँ,वेन्, उभयपदी, सकर्मकः,सेट्,"to go, to know, to understand, to remember, to memorize, to think, to play a musical instrument, to pick a musical instrument",,वेन्वेनृँ गतिज्ञानचिन्तानिशामनवादित्रग्रहणेषुभ्वादिः,1009,FALSE
१.१०२,खनुँ,खन्, उभयपदी, सकर्मकः,सेट्,to dig,खोदना,खन्खनुँ अवदारणेभ्वादिः,1010,FALSE
१.१०२१,चीवृँ,चीव्, उभयपदी, सकर्मकः,सेट्,"to accept, to takem to wear, to hold","लेना, पहना, पकड़ना",चीव्चीवृँ आदानसंवरणयोःभ्वादिः,1011,FALSE
१.१०२२,चीबृँ,चीब्, उभयपदी, सकर्मकः,सेट्,"to accept, to takem to wear, to hold",,चीब्चीबृँ आदानसंवरणयोःभ्वादिः,1012,FALSE
१.१०२३,चायृँ,चाय्, उभयपदी, सकर्मकः,सेट्,"to worship, to know, to understand","पूजा करना, जानना, समझना",चाय्चायृँ पूजानिशामनयोःभ्वादिः,1013,FALSE
१.१०२४,व्ययँ,व्यय्, उभयपदी, सकर्मकः,सेट्,"to spend, to do an expense, to go","जाना, खर्च करना",व्यय्व्ययँ वित्तत्यागे गतौ चभ्वादिः,1014,FALSE
१.१०२५,दाशृँ,दाश्, उभयपदी, सकर्मकः,सेट्,"to give, to offer an oblation","देना, आहुति देना",दाश्दाशृँ दानेभ्वादिः,1015,FALSE
१.१०२६,भेषृँ,भेष्, उभयपदी, अकर्मकः,सेट्,to fear,"डरना, जाना",भेष्भेषृँ भयेभ्वादिः,1016,FALSE
१.१०२७,भ्रेषृँ,भ्रेष्, उभयपदी, सकर्मकः,सेट्,to go,जाना,भ्रेष्भ्रेषृँ गतौभ्वादिः,1017,FALSE
१.१०२८,भ्लेषृँ,भ्लेष्, उभयपदी, अकर्मकः,सेट्,to go,जाना,भ्लेष्भ्लेषृँ गतौभ्वादिः,1018,FALSE
१.१०२९,असँ,अस्, उभयपदी, सकर्मकः,सेट्,"to go, to shine, to glow, to take","जाना, चमकना, लेना",अस्असँ गतिदीप्त्यादानेषुभ्वादिः,1019,FALSE
१.१०३,अषँ,अष्, उभयपदी, सकर्मकः,सेट्,"to go, to shine, to glow, to take",,अष्अषँ गतिदीप्त्यादानेषुभ्वादिः,1020,FALSE
१.१०३१,अयँ,अय्, आत्मनेपदी, सकर्मकः,सेट्,to go,,अय्अयँ गतौभ्वादिः,1021,FALSE
१.१०३२,स्पशँ,स्पश्, उभयपदी, सकर्मकः,सेट्,"to obstruct, to stop, to hinder, to touch, to collect","अवरोध करना, रोकना, एकत्र करना, स्पर्श करना, छूना",स्पश्स्पशँ बाधनस्पर्शनयोःभ्वादिः,1022,FALSE
१.१०३३,लषँ,लष्, उभयपदी, सकर्मकः,सेट्,"to wish, to desire","इच्छा करना, चाहना",लष्लषँ कान्तौभ्वादिः,1023,FALSE
१.१०३४,चषँ,चष्, उभयपदी, सकर्मकः,सेट्,"to eat, to taste","खाना, स्वाद लेना",चष्चषँ भक्षणेभ्वादिः,1024,FALSE
१.१०३५,छषँ,छष्, उभयपदी, सकर्मकः,सेट्,"to kill, to destroy, to hurt, to injure",मारना,छष्छषँ हिंसायाम्भ्वादिः,1025,FALSE
१.१०३६,झषँ,झष्, उभयपदी, सकर्मकः,सेट्,"to hurt, to injure, to kill, to take, to put on, to wear","ग्रहण करना, लेना, वस्त्रादि धारण करना, वस्त्र पहनना",झष्झषँ आदानसंवरणयोःभ्वादिः,1026,FALSE
१.१०३७,भ्रक्षँ,भ्रक्ष्, उभयपदी, सकर्मकः,सेट्,to eat,खाना,भ्रक्ष्भ्रक्षँ अदनेभ्वादिः,1027,FALSE
१.१०३८,भ्लक्षँ,भ्लक्ष्, उभयपदी, सकर्मकः,सेट्,to eat,खाना,भ्लक्ष्भ्लक्षँ आदानसंवरणयोःभ्वादिः,1028,FALSE
१.१०३९,भक्षँ,भक्ष्, उभयपदी, सकर्मकः,सेट्,to eat,,भक्ष्भक्षँ अदनेभ्वादिः,1029,FALSE
१.१०४,प्लक्षँ,प्लक्ष्, उभयपदी, सकर्मकः,सेट्,to eat,,प्लक्ष्प्लक्षँ अदनेभ्वादिः,1030,FALSE
१.१०४१,दासृँ,दास्, उभयपदी, सकर्मकः,सेट्,"to give, to handover","देना, सौंपना",दास्दासृँ दानेभ्वादिः,1031,FALSE
१.१०४२,माहृँ,माह्, उभयपदी, सकर्मकः,सेट्,"to measure, to weigh","नापना, गिनना, तौलना",माह्माहृँ मानेभ्वादिः,1032,FALSE
१.१०४३,गुहूँ,गुह्, उभयपदी, सकर्मकः,वेट्,"to cover, to hide, to clothe","छिपाना, वस्त्रादि से ढकना",गुह्गुहूँ संवरणेभ्वादिः,1033,FALSE
१.१०४४,रिञ्,श्रिश्, उभयपदी, सकर्मकः,सेट्,to serve,सेवा करना,श्रिश्रिञ् सेवायाम्भ्वादिः,1034,TRUE
१.१०४५,ृञ्,भृभ, उभयपदी, सकर्मकः,अनिट्,"to nourish, to protect, to fill, to maintain, to protect, to upbring","पूर्ण करना, भरण-पोषण करना, भरना",भृभृञ् भरणेभ्वादिः,1035,FALSE
१.१०४६,ृञ्,हृह, उभयपदी, द्विकर्मकः,अनिट्,"to take way, to carry, to steal, to acquire","ले जाना, हरण करना, चोरी करना",हृहृञ् हरणेभ्वादिः,1036,FALSE
१.१०४७,ृञ्,धृध, उभयपदी, द्विकर्मकः,अनिट्,"to wear, to support, to possess, to hold","धारण करना, उद्धार करना",धृधृञ् धारणेभ्वादिः,1037,FALSE
१.१०४८,ृञ्,कृक, उभयपदी, सकर्मकः,अनिट्,"to do, to make",,कृकृञ् करणेभ्वादिः,1038,FALSE
१.१०४९,ीञ्,नीण, उभयपदी, द्विकर्मकः,अनिट्,"to obtain, to carry, to take","प्राप्त होना, ले जाना, पाना",नीणीञ् प्रापणेभ्वादिः,1039,FALSE
१.१०५,ेट्,धेध, परस्मैपदी, सकर्मकः,अनिट्,to drink,"प्राशन करना, पीना",धेधेट् पानेभ्वादिः,1040,FALSE
१.१०५१,ग्लै,ग्लै, परस्मैपदी, अकर्मकः,अनिट्,"to be tired, to wane, to be fatigued, to be exhausted","म्लान होना, ग्लानियुक्त होना, जम्हाई लेना",ग्लैग्लै हर्षक्षयेभ्वादिः,1041,FALSE
१.१०५२,म्लै,म्लै, परस्मैपदी, अकर्मकः,अनिट्,"to be tired, to wane, to be fatigued, to be exhausted","ग्लान होना, ग्लानियुक्त होना, जम्हाई लेना",म्लैम्लै हर्षक्षयेभ्वादिः,1042,FALSE
१.१०५३,द्यै,द्यै, परस्मैपदी, सकर्मकः,अनिट्,"to hate, to despise, to disfigure, to condemn","धिक्कार करना, तिरस्कार करना",द्यैद्यै न्यक्करणेभ्वादिः,1043,FALSE
१.१०५४,द्रै,द्रै, परस्मैपदी, अकर्मकः,अनिट्,to sleep,"सोना, नींद लेना",द्रैद्रै स्वप्नेभ्वादिः,1044,FALSE
१.१०५५,ध्रै,ध्रै, परस्मैपदी, सकर्मकः,अनिट्,"to be pleased, to be satisfied","तृप्त होना, संतुष्ट होना",ध्रैध्रै तृप्तौभ्वादिः,1045,FALSE
१.१०५६,ध्यै,ध्यै, परस्मैपदी, सकर्मकः,अनिट्,"to think, to meditate, to recollect, to concentrate upon","ध्यान करना, चिन्तन करना, मनन करना, विचार करना",ध्यैध्यै चिन्तायाम्भ्वादिः,1046,FALSE
१.१०५७,रै,रै, परस्मैपदी, अकर्मकः,अनिट्,to sound,शब्द करना,रैरै शब्देभ्वादिः,1047,FALSE
१.१०५८,स्त्यै,स्त्यै, परस्मैपदी, अकर्मकः,अनिट्,"to sound, to gather, to be crowded, to surround","शब्द करना, आवाज करना, भीड़ होना, घेरना",स्त्यैस्त्यै शब्दसङ्घातयोःभ्वादिः,1048,FALSE
१.१०५९,ष्ट्यै,स्त्यै, परस्मैपदी, अकर्मकः,अनिट्,"to sound, to gather, to be crowded, to surround","शब्द करना, भीड़ होना",स्त्यैष्ट्यै शब्दसङ्घातयोःभ्वादिः,1049,FALSE
१.१०६,खै,खै, परस्मैपदी, सकर्मकः,अनिट्,"to dig, to irritate, to cause pain, to be steady","खोदना, सताना, दुख देना, स्थिर रहना",खैखै खदनेभ्वादिः,1050,FALSE
१.१०६१,क्षै,क्षै, परस्मैपदी, अकर्मकः,अनिट्,"to wane, to decline, to decay, to reduce, to contract, to shrink","नष्ट होना, ह्रास होना, कम होना, म्लान होना",क्षैक्षै क्षयेभ्वादिः,1051,FALSE
१.१०६२,जैँ,जै, परस्मैपदी, अकर्मकः,अनिट्,"to wane, to decline, to decay, to reduce, to contract, to shrink","नष्ट होना, ह्रास होना, कम होना, म्लान होना",जैजै क्षयेभ्वादिः,1052,FALSE
१.१०६३,षैँ,सै, परस्मैपदी, अकर्मकः,अनिट्,"to wane, to decline, to decay, to reduce, to contract, to shrink","नष्ट होना, ह्रास होना, कम होना, म्लान होना",सैषै क्षयेभ्वादिः,1053,FALSE
१.१०६४,कैँ,कै, परस्मैपदी, अकर्मकः,अनिट्,to sound,शब्द करना,कैकै शब्देभ्वादिः,1054,FALSE
१.१०६५,गैँ,गै, परस्मैपदी, अकर्मकः,अनिट्,to sing,"शब्द करना, गाना",गैगै शब्देभ्वादिः,1055,FALSE
१.१०६६,शैँ,शै, परस्मैपदी, सकर्मकः,अनिट्,to cook,"पकाना, पकना",शैशै पाकेभ्वादिः,1056,FALSE
१.१०६७,श्रैँ,श्रै, परस्मैपदी, अकर्मकः,अनिट्,to cook,"पकना, पकाना",श्रैश्रै पाकेभ्वादिः,1057,FALSE
१.१०६८,स्रैँ,स्रै, परस्मैपदी, सकर्मकः,अनिट्,to cook,,स्रैस्रै पाकेभ्वादिः,1058,FALSE
१.१०६९,पैँ,पै, परस्मैपदी, अकर्मकः,अनिट्,"to dry, to wither","सूखना, कुम्हलाना",पैपै शोषणेभ्वादिः,1059,FALSE
१.१०७,ओँवैँ ,वै, परस्मैपदी, अकर्मकः,अनिट्,"to dry, to wither","सुखना, सुखाना, शुष्क होना",वैओँवै शोषणेभ्वादिः,1060,FALSE
१.१०७१,ष्टैँ,स्तै, परस्मैपदी, सकर्मकः,अनिट्,"to cover, to wrap, to decorate","घेरना, लपेटना, वेष्टित करना, सुशोभित होना",स्तैष्टै वेष्टने शोभायां चभ्वादिः,1061,FALSE
१.१०७२,ष्णैँ,स्नै, परस्मैपदी, सकर्मकः,अनिट्,"to cover, to wrap, to decorate","घेरना, इकठ्ठा करना, शोभित होना",स्नैष्णै वेष्टने शोभायां चभ्वादिः,1062,FALSE
१.१०७३,दैपँ,दैप्, परस्मैपदी, सकर्मकः,अनिट्,"to purify, to cleanse",शुद्ध करना,दैदैप् शोधनेभ्वादिः,1063,FALSE
१.१०७४,पाँ,पा, परस्मैपदी, सकर्मकः,अनिट्,to drink,पीना,पापा पानेभ्वादिः,1064,FALSE
१.१०७५,घ्राँ,घ्रा, परस्मैपदी, सकर्मकः,अनिट्,to smell,सूंघना,घ्राघ्रा गन्धोपादाने घ्राणे चभ्वादिः,1065,FALSE
१.१०७६,ध्माँ,ध्मा, परस्मैपदी, सकर्मकः,अनिट्,"to blow, to breathe out, to produce sound by blowing, to blow a fire, to manufacture by blowing, to play a conch","फूंकना, आग सुलगाना, प्रदीप्त करना, जलाना, मुँह से बन्सी आदि वाद्य बजाना",ध्माध्मा शब्दाग्निसंयोगयोःभ्वादिः,1066,FALSE
१.१०७७,ष्ठाँ,स्था, परस्मैपदी, अकर्मकः,अनिट्,"to stay, to stand","स्थिर होना, ठहरना",स्थाष्ठा गतिनिवृत्तौभ्वादिः,1067,FALSE
१.१०७८,म्नाँ,म्ना, परस्मैपदी, सकर्मकः,अनिट्,"to study, to repeat, to remember, to think","विचार करना, मनन करना",म्नाम्ना अभ्यासेभ्वादिः,1068,FALSE
१.१०७९,दाँ,दाण्, परस्मैपदी, सकर्मकः,अनिट्,to give,देना,दाण् दानेभ्वादिः,1069,FALSE
१.१०८,ह्वृँ,ह्वृ, परस्मैपदी, अकर्मकः,अनिट्,to be crooked,"वक्र होना, टेढ़ा होना",ह्वृह्वृ कौटिल्येभ्वादिः,1070,FALSE
१.१०८१,स्वृँ,स्वृ, परस्मैपदी, अकर्मकः,वेट्,"to sound, to be ill, to irritate, to trouble","शब्द करना, रोगी होना, दुःख देना, सताना",स्वृस्वृ शब्दोपतापयोःभ्वादिः,1071,FALSE
१.१०८२,स्मृँ,स्मृ, परस्मैपदी, सकर्मकः,अनिट्,"to remember, to recollect, to memorize","स्मरण करना, याद करना",स्मृस्मृ चिन्तायाम्भ्वादिः,1072,FALSE
१.१०८३,वृँ,वृ, परस्मैपदी, सकर्मकः,अनिट्,"to cover, to surround, to conceal","ढकना, घिरना, छिपाना",वृवृ संवरणेभ्वादिः,1073,FALSE
१.१०८४,ह्वृँ,ह्वृ, परस्मैपदी, अकर्मकः,अनिट्,"to cover, to hide, to enclose",,ह्वृह्वृ संवरणेभ्वादिः,1074,FALSE
१.१०८५,सृँ,सृ, परस्मैपदी, सकर्मकः,अनिट्,"to go, to move, to approach, to slip","जाना, सरकना",सृसृ गतौभ्वादिः,1075,FALSE
१.१०८६,ऋँ,ऋ, परस्मैपदी, सकर्मकः,अनिट्,"to go, to obtain, to reach","जाना, संपादन करना, प्राप्त करना, मिलाना, पहुंचना",ऋऋ गतिप्रापणयोःभ्वादिः,1076,FALSE
१.१०८७,गृँ,गृ, परस्मैपदी, सकर्मकः,अनिट्,"to irrigate, to moisten, to wet","सींचना, गीला करना",गृगृ सेचनेभ्वादिः,1077,FALSE
१.१०८८,घृँ,घृ, परस्मैपदी, सकर्मकः,अनिट्,"to irrigate, to moisten, to wet","सींचना, गीला करना",घृघृ सेचनेभ्वादिः,1078,FALSE
१.१०८९,ध्वृँ,ध्वृ, परस्मैपदी, अकर्मकः,अनिट्,"to bend, to twist","टेढ़ा करना, नवाना, वक्र करना",ध्वृध्वृ हूर्छनेभ्वादिः,1079,FALSE
१.१०९,स्रुँ,स्रु, परस्मैपदी, सकर्मकः,अनिट्,"to go, to drip, to ooze, to flow","जाना, टपकना, झरना, चूना, बहना",स्रुस्रु गतौभ्वादिः,1080,FALSE
१.१०९१,षु,सु, परस्मैपदी, सकर्मकः,अनिट्,"to give birth, to become pregnant, to conceive, to possess power, to possess supremacy","उत्पन्न करना, पैदा करना, गर्भ धारण करना, अद्भुत सामर्थ्य होना, अमानवी पराक्रम होना",सुषु प्रसवैश्वर्ययोःभ्वादिः,1081,FALSE
१.१०९२,श्रुँ,श्रु, परस्मैपदी, सकर्मकः,अनिट्,"to hear, to listen","सुनना, श्रवण करना",श्रुश्रु श्रवणेभ्वादिः,1082,FALSE
१.१०९३,ध्रुँ,ध्रु, परस्मैपदी, अकर्मकः,अनिट्,"to be firm, to be fixed","अचल होना, स्थिर होना",ध्रुध्रु स्थैर्येभ्वादिः,1083,FALSE
१.१०९४,दुँ,दु, परस्मैपदी, सकर्मकः,अनिट्,to go,जाना,दुदु गतौभ्वादिः,1084,FALSE
१.१०९५,द्रुँ,द्रु, परस्मैपदी, सकर्मकः,अनिट्,to go,जाना,द्रुद्रु गतौभ्वादिः,1085,FALSE
१.१०९६,जिँ,जि, परस्मैपदी, सकर्मकः,अनिट्,"to decrease, to reduce","नवीनीकरण होना, सर्वोत्कर्ष से रहना, सबसे बढ़ कर होना, जीतना, पराभव करना",जिजि अभिभवेभ्वादिः,1086,FALSE
१.१०९७,ज्रिँ,ज्रि, परस्मैपदी, सकर्मकः,अनिट्,"to conquer, to win, to have victory",जीतना,ज्रिज्रि अभिभवेभ्वादिः,1087,FALSE
१.१०९९,स्मिँ,ष्मिङ्, आत्मनेपदी, अकर्मकः,अनिट्,to smile a bit,"मुस्कुराना, मंद हास्य करना",स्मिष्मिङ् ईषद्धसनेभ्वादिः,1089,TRUE
१.११,गुँ,गुङ्, आत्मनेपदी, अकर्मकः,अनिट्,to speak inarticulately,अस्पष्ट बोलना,गुङ् अव्यक्ते शब्देभ्वादिः,1090,FALSE
१.११०१,गाँ,गाङ्, आत्मनेपदी, सकर्मकः,अनिट्,to go,जाना,गाङ् गतौभ्वादिः,1091,FALSE
१.११०२,उङँ,उङ्, आत्मनेपदी, अकर्मकः,अनिट्,to sound,शब्द करना,उङ् शब्देभ्वादिः,1092,FALSE
१.११०३,कुँ,कुङ्, आत्मनेपदी, अकर्मकः,अनिट्,to sound,शब्द करना,कुकुङ् शब्देभ्वादिः,1093,FALSE
१.११०४,खुँ,खु, आत्मनेपदी, अकर्मकः,अनिट्,to sound,,खुखुङ् शब्देभ्वादिः,1094,FALSE
१.११०५,गुँ,गुङ्, आत्मनेपदी, अकर्मकः,अनिट्,"to speak, to make noise",,गुगुङ् शब्देभ्वादिः,1095,FALSE
१.११०६,घुँ,घुङ्, आत्मनेपदी, अकर्मकः,अनिट्,to sound,शब्द करना,घुघुङ् शब्देभ्वादिः,1096,FALSE
१.११०७,ङुँ,ङुङ्, आत्मनेपदी, अकर्मकः,अनिट्,to sound,शब्द करना,ङुङुङ् शब्देभ्वादिः,1097,FALSE
१.११०८,युङ्,च्युच्, आत्मनेपदी, सकर्मकः,अनिट्,to go,जाना,च्युच्युङ् गतौभ्वादिः,1098,TRUE
१.११०९,युङ्,ज्युज्, आत्मनेपदी, सकर्मकः,अनिट्,to go,जाना,ज्युज्युङ् गतौभ्वादिः,1099,TRUE
१.११११,रुङ्,प्रुप्, आत्मनेपदी, सकर्मकः,अनिट्,to go,जाना,प्रुप्रुङ् गतौभ्वादिः,1101,TRUE
१.१११२,लुङ्,प्लुप्, आत्मनेपदी, सकर्मकः,अनिट्,to go,जाना,प्लुप्लुङ् गतौभ्वादिः,1102,TRUE
१.१११३,लुङ्,क्लुक्, आत्मनेपदी, सकर्मकः,अनिट्,to go,,क्लुक्लुङ् गतौभ्वादिः,1103,TRUE
१.१११४,रुँ,रुङ्, आत्मनेपदी, सकर्मकः,अनिट्,"to go, to move, to kill, to be angry, to cause pain","जाना, चलना, मारना, दुःख देना, क्रोध करना",रुरुङ् गतिरोषणयोःभ्वादिः,1104,FALSE
